Type of Payment code,Vehicle Code
5308 Sat Aug  7,04:59:08 2021 385800
5309 Fri Aug  6,04:30:00 2021 515512
5310 Mon Aug  2,21:25:20 2021 290666
5311 Sat Aug 21,00:20:43 2021 219789
5312 Mon Aug 16,06:22:34 2021 610524
5313 Thu Jul 29,20:16:54 2021 820134
5314 Sat Aug 21,12:31:54 2021 399416
5315 Tue Aug 17,16:58:14 2021 696190
5316 Tue Aug 17,01:29:30 2021 508300
5317 Mon Aug  2,14:22:34 2021 128761
5318 Wed Aug  4,21:42:58 2021 872474
5319 Fri Aug 13,22:30:55 2021 536140
5320 Wed Aug 11,19:22:21 2021 356883
5321 Sat Aug 21,16:27:36 2021 234325
5322 Fri Aug  6,22:43:06 2021 968905
5323 Mon Aug  2,04:41:34 2021 814608
5324 Thu Aug  5,13:03:13 2021 544440
5325 Tue Aug 10,10:53:47 2021 522109
5326 Wed Aug 11,13:10:33 2021 492078
5327 Sun Aug  8,21:22:41 2021 893803
5328 Thu Aug  5,06:24:29 2021 463322
5329 Thu Aug 12,21:35:56 2021 517303
5330 Sat Jul 31,00:24:28 2021 647054
5331 Wed Aug 11,00:12:58 2021 144897
5332 Wed Aug 11,11:48:09 2021 377481
5333 Mon Aug  9,20:39:58 2021 157000
5334 Tue Aug  3,13:28:34 2021 732426
5335 Thu Aug 19,17:01:21 2021 569060
5336 Tue Aug 10,19:30:17 2021 821147
5337 Tue Aug  3,07:17:08 2021 851649
5338 Sat Aug 14,06:01:04 2021 270410
5339 Sun Aug  1,10:13:20 2021 695182
5340 Sun Aug 15,05:41:38 2021 357326
5341 Mon Aug 16,23:25:32 2021 329179
5342 Fri Aug 13,10:27:01 2021 684534
5343 Tue Aug 17,09:23:55 2021 817785
5344 Tue Aug  3,21:38:41 2021 531842
5345 Tue Aug  3,07:08:38 2021 292811
5346 Tue Aug 17,21:14:39 2021 82256
5347 Sun Aug  1,13:34:39 2021 728514
5348 Thu Aug  5,08:19:59 2021 998836
5349 Wed Aug 18,17:20:03 2021 485543
5350 Thu Aug 19,15:38:03 2021 599596
5351 Fri Aug 13,03:51:24 2021 212920
5352 Fri Jul 30,18:33:03 2021 997529
5353 Sat Aug  7,05:43:53 2021 108387
5354 Tue Aug 10,15:26:59 2021 702107
5355 Tue Aug 10,10:48:37 2021 255028
5356 Tue Aug 17,19:56:59 2021 734034
5357 Mon Aug  9,02:32:35 2021 137489
5358 Sun Aug  8,08:17:58 2021 271558
5359 Sun Aug  1,20:51:28 2021 605652
5360 Sun Aug  1,15:01:07 2021 695472
5361 Fri Jul 30,03:28:26 2021 678426
5362 Sat Aug  7,07:15:33 2021 451887
5363 Mon Aug  2,02:07:07 2021 798495
5364 Sat Aug 21,08:35:14 2021 597274
5365 Wed Aug 11,07:28:21 2021 469728
5366 Thu Aug 19,23:15:12 2021 595138
5367 Thu Aug 12,03:57:53 2021 200110
5368 Sat Jul 31,02:49:27 2021 634736
5369 Sun Aug 22,13:30:06 2021 777727
5370 Sun Aug  8,00:03:54 2021 772206
5371 Sun Aug  1,18:29:25 2021 482747
5372 Wed Aug 18,03:29:31 2021 674630
5373 Thu Aug 12,21:39:54 2021 50872
5374 Sat Aug 21,02:38:34 2021 141901
5375 Thu Aug 12,14:47:30 2021 991291
5376 Sun Aug  1,13:52:03 2021 982381
5377 Fri Aug 20,14:20:19 2021 699551
5378 Sat Aug 21,12:39:45 2021 385710
5379 Wed Aug 11,23:22:13 2021 585737
5380 Sat Aug  7,13:38:21 2021 994702
5381 Sun Aug 22,05:55:23 2021 415175
5382 Sun Aug 15,02:24:43 2021 246155
5383 Thu Aug 12,06:30:58 2021 636263
5384 Sun Aug  8,21:50:30 2021 112930
5385 Mon Aug  9,02:41:19 2021 761017
5386 Tue Aug 10,19:06:25 2021 891515
5387 Thu Aug 12,03:51:07 2021 103876
5388 Wed Aug 11,22:52:08 2021 764167
5389 Sat Aug 21,06:47:15 2021 957419
5390 Sun Aug  1,10:16:31 2021 462509
5391 Fri Aug 20,04:20:47 2021 662926
5392 Wed Aug 11,14:42:36 2021 223734
5393 Sat Jul 31,20:48:41 2021 186232
5394 Wed Aug 18,11:16:15 2021 996862
5395 Mon Aug 16,12:17:30 2021 953894
5396 Sat Aug 21,23:22:32 2021 728823
5397 Sun Aug 22,18:02:28 2021 204155
5398 Thu Aug 19,13:51:27 2021 581557
5399 Sat Aug  7,12:51:08 2021 950163
5400 Wed Aug  4,07:44:20 2021 543205
5401 Wed Aug 18,06:27:21 2021 354656
5402 Mon Aug 16,13:30:38 2021 214715
5403 Thu Jul 29,22:10:31 2021 835509
5404 Wed Aug  4,09:28:13 2021 270794
5405 Tue Aug 17,14:46:17 2021 474313
5406 Tue Aug  3,11:47:10 2021 313739
5407 Wed Aug 11,14:21:31 2021 554549
5408 Thu Aug  5,05:37:21 2021 692760
5409 Sun Aug 15,06:06:20 2021 399625
5410 Thu Aug  5,01:53:27 2021 239623
5411 Sat Aug 14,12:01:13 2021 271636
5412 Thu Aug 12,21:41:28 2021 92132
5413 Mon Aug  9,12:29:31 2021 864855
5414 Tue Aug  3,09:34:28 2021 248259
5415 Sat Jul 31,02:55:59 2021 193809
5416 Mon Aug  2,19:25:22 2021 603095
5417 Fri Aug 13,14:22:40 2021 603470
5418 Wed Aug 18,17:29:43 2021 903464
5419 Fri Aug  6,00:02:08 2021 612403
5420 Sat Aug  7,08:31:43 2021 283021
5421 Sat Aug 14,05:36:35 2021 484418
5422 Fri Aug  6,21:35:08 2021 394925
5423 Fri Aug 13,10:26:08 2021 143688
5424 Tue Aug 17,13:56:18 2021 344304
5425 Sat Jul 31,03:07:51 2021 132935
5426 Fri Jul 30,09:20:11 2021 137879
5427 Tue Aug 17,01:32:22 2021 243058
5428 Thu Aug 12,12:24:35 2021 569448
5429 Tue Aug  3,14:49:00 2021 314361
5430 Fri Aug 20,22:51:52 2021 985276
5431 Fri Aug 13,17:03:50 2021 134199
5432 Thu Aug 12,10:06:10 2021 802975
5433 Sun Aug 15,01:59:26 2021 306955
5434 Mon Aug  9,22:36:20 2021 813428
5435 Sun Aug  8,15:07:41 2021 564173
5436 Sat Jul 31,21:00:44 2021 288041
5437 Wed Aug 11,22:00:18 2021 774751
5438 Mon Aug 16,19:12:12 2021 231691
5439 Sun Aug 22,13:42:21 2021 479949
5440 Wed Aug  4,03:48:41 2021 313704
5441 Sun Aug  1,06:02:35 2021 634096
5442 Fri Jul 30,14:24:41 2021 857716
5443 Thu Jul 29,16:54:52 2021 872541
5444 Thu Aug  5,01:35:29 2021 240453
5445 Sat Aug 14,05:01:47 2021 478602
5446 Sun Aug  1,05:50:31 2021 714878
5447 Sun Aug 15,12:14:37 2021 590998
5448 Mon Aug  2,12:47:37 2021 754813
5449 Thu Jul 29,15:08:48 2021 121845
5450 Fri Jul 30,01:57:24 2021 145917
5451 Thu Jul 29,23:25:13 2021 331192
5452 Sat Aug 21,07:10:17 2021 210890
5453 Sun Aug  1,06:07:49 2021 692733
5454 Mon Aug  2,00:21:00 2021 872802
5455 Sun Aug  8,00:37:13 2021 573103
5456 Fri Aug  6,17:50:10 2021 944470
5457 Sun Aug  8,04:44:35 2021 443339
5458 Tue Aug 17,20:21:10 2021 148849
5459 Sun Aug  8,01:33:12 2021 693181
5460 Thu Aug  5,17:27:19 2021 261364
5461 Fri Aug  6,14:22:21 2021 456989
5462 Sat Jul 31,19:02:10 2021 279861
5463 Thu Aug  5,07:26:09 2021 426667
5464 Mon Aug  2,01:22:13 2021 946498
5465 Fri Jul 30,23:15:58 2021 354864
5466 Fri Aug  6,06:49:14 2021 883884
5467 Wed Aug 18,06:12:59 2021 593027
5468 Sun Aug  8,18:52:01 2021 918938
5469 Sun Aug 22,04:44:32 2021 847931
5470 Sat Aug  7,02:11:08 2021 629047
5471 Tue Aug  3,20:24:45 2021 779411
5472 Mon Aug  9,14:34:37 2021 256406
5473 Thu Aug 19,01:32:21 2021 275449
5474 Wed Aug  4,19:18:54 2021 146319
5475 Thu Aug 12,17:24:22 2021 800701
5476 Sat Aug 14,04:35:56 2021 390137
5477 Sat Jul 31,07:30:56 2021 914587
5478 Fri Aug  6,15:53:25 2021 284246
5479 Sun Aug 22,17:37:43 2021 602924
5480 Sun Aug 22,14:57:24 2021 367717
5481 Wed Aug 18,03:56:58 2021 928641
5482 Tue Aug 10,08:38:49 2021 153090
5483 Thu Aug 12,04:50:40 2021 405706
5484 Wed Aug 18,05:14:00 2021 881313
5485 Fri Jul 30,06:36:42 2021 939711
5486 Sun Aug 15,14:27:35 2021 757806
5487 Tue Aug 17,21:57:24 2021 609053
5488 Fri Jul 30,04:12:24 2021 668206
5489 Mon Aug  9,22:25:22 2021 515542
5490 Tue Aug 10,22:11:57 2021 922339
5491 Sun Aug 15,02:53:37 2021 355428
5492 Tue Aug 10,17:24:47 2021 834991
5493 Sun Aug  8,22:20:21 2021 171681
5494 Fri Aug 20,12:43:15 2021 455690
5495 Wed Aug  4,13:02:27 2021 917966
5496 Wed Aug 11,16:53:50 2021 854439
5497 Tue Aug  3,19:50:44 2021 929258
5498 Sat Aug 21,17:44:45 2021 677783
5499 Sun Aug  1,12:34:54 2021 804446
5500 Fri Aug 20,22:04:08 2021 286760
5501 Fri Aug  6,20:48:58 2021 757322
5502 Wed Aug 11,12:20:17 2021 143273
5503 Tue Aug 10,08:58:50 2021 511430
5504 Fri Aug 20,06:49:34 2021 130632
5505 Sun Aug  1,10:48:38 2021 161964
5506 Mon Aug  2,23:53:15 2021 246964
5507 Mon Aug 16,17:52:44 2021 832443
5508 Tue Aug 10,14:38:23 2021 340095
5509 Mon Aug  2,11:57:03 2021 767773
5510 Sun Aug 15,05:23:21 2021 570978
5511 Mon Aug 16,10:29:42 2021 979759
5512 Sun Aug  8,03:48:06 2021 127421
5513 Sun Aug  1,00:34:12 2021 920103
5514 Thu Aug 12,03:50:40 2021 320290
5515 Wed Aug 18,12:44:43 2021 579503
5516 Thu Aug  5,09:10:20 2021 722886
5517 Mon Aug 16,08:20:50 2021 716761
5518 Thu Aug  5,21:14:07 2021 578767
5519 Sat Aug  7,21:42:11 2021 641258
5520 Thu Aug 19,12:21:45 2021 496607
5521 Fri Aug 20,00:51:54 2021 690839
5522 Thu Aug 19,00:27:52 2021 125088
5523 Thu Aug 12,14:19:16 2021 423287
5524 Sat Jul 31,00:12:56 2021 736840
5525 Sun Aug 22,10:22:05 2021 573673
5526 Sun Aug  1,22:41:32 2021 842892
5527 Sat Jul 31,03:38:49 2021 138637
5528 Fri Jul 30,06:28:02 2021 588002
5529 Sat Jul 31,09:29:35 2021 148482
5530 Sun Aug 22,08:32:28 2021 660852
5531 Sat Aug 21,19:26:07 2021 665796
5532 Tue Aug 17,04:13:04 2021 425168
5533 Sat Aug  7,11:59:51 2021 810846
5534 Thu Aug 19,13:52:08 2021 872325
5535 Thu Aug  5,20:02:04 2021 824860
5536 Fri Aug 13,07:36:44 2021 214144
5537 Fri Jul 30,18:10:47 2021 207185
5538 Sun Aug  1,05:45:54 2021 227844
5539 Fri Jul 30,14:00:00 2021 949549
5540 Fri Jul 30,02:49:25 2021 757109
5541 Wed Aug 18,16:12:12 2021 163392
5542 Wed Aug 18,06:53:43 2021 159028
5543 Mon Aug  2,07:29:26 2021 170390
5544 Fri Aug 13,17:03:06 2021 451888
5545 Sun Aug 15,16:34:52 2021 783120
5546 Thu Aug 19,17:29:18 2021 560428
5547 Fri Aug  6,21:22:18 2021 405460
5548 Mon Aug  9,02:21:49 2021 900492
5549 Sat Aug 21,10:28:07 2021 633226
5550 Tue Aug  3,00:39:22 2021 412807
5551 Sat Aug 14,14:07:47 2021 652840
5552 Fri Jul 30,22:48:02 2021 609428
5553 Mon Aug 16,05:14:01 2021 191095
5554 Fri Aug 13,09:32:58 2021 163982
5555 Thu Aug 12,10:31:41 2021 965600
5556 Fri Jul 30,12:05:20 2021 471893
5557 Sun Aug  8,23:37:10 2021 276875
5558 Mon Aug  9,13:57:42 2021 633914
5559 Mon Aug  9,06:08:28 2021 263355
5560 Sat Aug 14,11:53:02 2021 387836
5561 Wed Aug 18,14:02:01 2021 164282
5562 Fri Jul 30,18:44:21 2021 952286
5563 Thu Aug 19,22:20:30 2021 394210
5564 Fri Jul 30,07:22:23 2021 332142
5565 Fri Aug  6,01:00:06 2021 973072
5566 Fri Aug 20,08:32:57 2021 301603
5567 Sat Jul 31,20:21:06 2021 239992
5568 Sun Aug 15,05:31:08 2021 710323
5569 Wed Aug  4,08:56:13 2021 470338
5570 Wed Aug  4,08:04:28 2021 613338
5571 Tue Aug 17,15:57:01 2021 359663
5572 Sun Aug 22,08:49:05 2021 533717
5573 Mon Aug  9,11:19:51 2021 186998
5574 Fri Aug  6,01:01:27 2021 648990
5575 Tue Aug 10,21:44:45 2021 478888
5576 Fri Jul 30,13:07:20 2021 940864
5577 Wed Aug 11,01:36:56 2021 513122
5578 Wed Aug 11,07:23:02 2021 553489
5579 Mon Aug  9,01:29:20 2021 643618
5580 Sat Jul 31,13:37:48 2021 132776
5581 Tue Aug 17,15:08:08 2021 910727
5582 Tue Aug 17,02:47:52 2021 462791
5583 Thu Aug 12,00:35:53 2021 917338
5584 Sun Aug 22,04:54:22 2021 344446
5585 Fri Jul 30,05:17:07 2021 962564
5586 Sat Aug 21,01:09:56 2021 436254
5587 Wed Aug  4,00:43:51 2021 946624
5588 Fri Jul 30,00:54:11 2021 654342
5589 Sun Aug 22,02:17:27 2021 793468
5590 Sat Aug  7,07:17:39 2021 494597
5591 Fri Aug 20,16:28:17 2021 259514
5592 Fri Aug 20,03:35:53 2021 463120
5593 Sat Aug 14,07:01:53 2021 257019
5594 Sun Aug  8,18:14:55 2021 687286
5595 Fri Jul 30,23:59:23 2021 255583
5596 Sun Aug 15,08:36:05 2021 847577
5597 Fri Jul 30,08:09:47 2021 566189
5598 Fri Aug 20,12:20:36 2021 221286
5599 Wed Aug 18,14:26:24 2021 300330
5600 Wed Aug  4,02:38:27 2021 428799
5601 Sun Aug  1,19:29:38 2021 175963
5602 Thu Aug 19,19:26:10 2021 577387
5603 Sat Aug 14,20:16:06 2021 500328
5604 Sat Aug  7,13:43:13 2021 516234
5605 Mon Aug  2,03:05:08 2021 741143
5606 Fri Jul 30,13:20:26 2021 975436
5607 Fri Aug  6,12:13:51 2021 888309
5608 Sun Aug 15,09:46:28 2021 682647
5609 Mon Aug  9,13:09:07 2021 617696
5610 Sat Jul 31,02:51:06 2021 745677
5611 Fri Aug 13,08:36:48 2021 361687
5612 Mon Aug  2,15:09:51 2021 191169
5613 Tue Aug 10,16:23:38 2021 488055
5614 Mon Aug  9,07:12:03 2021 404219
5615 Thu Aug 19,14:52:18 2021 244963
5616 Sat Aug 14,11:55:49 2021 883261
5617 Thu Aug 12,15:57:46 2021 521106
5618 Fri Aug  6,23:29:25 2021 165249
5619 Sat Aug 14,12:53:19 2021 744401
5620 Mon Aug  9,02:24:17 2021 275712
5621 Thu Aug 19,11:28:28 2021 666222
5622 Fri Aug 20,03:30:11 2021 764764
5623 Thu Aug 19,18:50:05 2021 655826
5624 Sun Aug  1,06:43:33 2021 533902
5625 Sat Aug 21,14:14:35 2021 320715
5626 Sun Aug  1,14:51:15 2021 858960
5627 Mon Aug  9,03:02:25 2021 265919
5628 Sat Aug  7,12:38:09 2021 991034
5629 Mon Aug  9,12:59:28 2021 230864
5630 Fri Jul 30,06:51:16 2021 875759
5631 Fri Aug 20,05:31:25 2021 628377
5632 Mon Aug  2,20:28:33 2021 725610
5633 Fri Aug 13,18:31:18 2021 735844
5634 Fri Aug  6,00:53:16 2021 743100
5635 Thu Jul 29,12:28:36 2021 717456
5636 Sun Aug 15,02:38:37 2021 945286
5637 Wed Aug 11,13:06:49 2021 833015
5638 Mon Aug 16,19:04:14 2021 908436
5639 Wed Aug 18,03:38:00 2021 296881
5640 Fri Aug 20,19:38:16 2021 436365
5641 Tue Aug  3,22:26:49 2021 116727
5642 Thu Aug  5,11:38:55 2021 790773
5643 Thu Aug 19,00:21:58 2021 720284
5644 Thu Aug 19,07:43:08 2021 587657
5645 Fri Aug 20,08:04:50 2021 128523
5646 Sat Aug 14,10:14:54 2021 416885
5647 Sat Jul 31,22:50:27 2021 236774
5648 Sat Aug  7,13:21:33 2021 511680
5649 Fri Aug 20,21:02:51 2021 603646
5650 Mon Aug 16,15:48:16 2021 287213
5651 Mon Aug 16,08:18:22 2021 546685
5652 Thu Aug  5,15:23:25 2021 402049
5653 Tue Aug 10,01:44:19 2021 699060
5654 Wed Aug 11,19:13:30 2021 597534
5655 Sat Aug 21,16:03:35 2021 492656
5656 Sun Aug 15,02:51:21 2021 977217
5657 Thu Aug 12,20:29:27 2021 539649
5658 Sun Aug  1,16:25:02 2021 691934
5659 Tue Aug 10,15:04:40 2021 576856
5660 Mon Aug  2,05:19:05 2021 168444
5661 Thu Aug 19,08:31:56 2021 791424
5662 Fri Aug 20,12:09:30 2021 546093
5663 Sun Aug 22,15:16:19 2021 268718
5664 Sun Aug  1,06:57:05 2021 431343
5665 Sat Aug  7,20:43:39 2021 208800
5666 Tue Aug 17,09:43:56 2021 916369
5667 Sat Aug 14,07:41:36 2021 762089
5668 Fri Aug  6,08:02:58 2021 510323
5669 Fri Aug 20,08:51:17 2021 266755
5670 Thu Aug 19,14:21:24 2021 450738
5671 Sat Aug 14,20:16:56 2021 957019
5672 Sun Aug 22,06:56:29 2021 428745
5673 Tue Aug 10,21:39:10 2021 674566
5674 Fri Jul 30,13:17:05 2021 283499
5675 Thu Jul 29,15:54:39 2021 629715
5676 Fri Aug 20,03:06:12 2021 728066
5677 Thu Aug  5,21:55:31 2021 196027
5678 Mon Aug 16,10:11:58 2021 555993
5679 Sat Aug  7,05:06:56 2021 145489
5680 Wed Aug  4,16:22:48 2021 768926
5681 Sun Aug 15,23:14:22 2021 611827
5682 Fri Aug  6,22:13:22 2021 613844
5683 Sat Jul 31,18:22:40 2021 41393
5684 Wed Aug 18,02:37:04 2021 741415
5685 Sun Aug  8,02:59:10 2021 145153
5686 Fri Aug 20,14:19:53 2021 934202
5687 Sat Jul 31,22:19:37 2021 281628
5688 Fri Aug 13,14:50:57 2021 447233
5689 Sat Jul 31,08:08:10 2021 313812
5690 Sat Aug 14,20:28:54 2021 614448
5691 Mon Aug 16,16:19:45 2021 837883
5692 Mon Aug  9,18:13:28 2021 335546
5693 Fri Jul 30,06:29:07 2021 373129
5694 Thu Aug 12,14:10:53 2021 328614
5695 Sun Aug  1,21:39:07 2021 998352
5696 Wed Aug 11,07:58:11 2021 200962
5697 Fri Jul 30,23:20:18 2021 406124
5698 Fri Jul 30,23:28:25 2021 752457
5699 Wed Aug 18,21:50:26 2021 308576
5700 Mon Aug  9,22:51:17 2021 248964
5701 Sat Jul 31,10:13:48 2021 220122
5702 Thu Aug 12,13:57:30 2021 649167
5703 Sun Aug 22,18:31:48 2021 938021
5704 Tue Aug 10,16:05:11 2021 260531
5705 Sat Aug  7,13:24:27 2021 155956
5706 Thu Aug  5,18:08:42 2021 105645
5707 Sat Aug  7,01:29:41 2021 313240
5708 Thu Aug 19,06:43:08 2021 830452
5709 Wed Aug  4,23:23:18 2021 749377
5710 Sat Aug 21,18:48:44 2021 856838
5711 Fri Aug 13,02:01:13 2021 213209
5712 Thu Aug  5,12:48:14 2021 991044
5713 Sun Aug 15,03:44:09 2021 660431
5714 Sat Aug  7,03:23:32 2021 827451
5715 Sun Aug 22,12:44:37 2021 688124
5716 Wed Aug  4,11:57:36 2021 679333
5717 Sat Aug 14,03:38:12 2021 474674
5718 Wed Aug 18,11:47:26 2021 138950
5719 Fri Aug  6,20:10:40 2021 977806
5720 Sun Aug  8,06:30:42 2021 379461
5721 Sat Jul 31,02:23:48 2021 913852
5722 Sun Aug  1,21:13:43 2021 608835
5723 Sat Aug  7,06:14:17 2021 657581
5724 Fri Aug 20,12:46:11 2021 140150
5725 Sun Aug 15,18:33:08 2021 270795
5726 Sun Aug  8,22:39:41 2021 287249
5727 Fri Jul 30,00:37:47 2021 444006
5728 Thu Aug 19,11:25:05 2021 967694
5729 Sat Aug 14,13:13:21 2021 633768
5730 Sun Aug  1,15:05:40 2021 678267
5731 Thu Aug  5,02:05:54 2021 226431
5732 Wed Aug 18,05:20:24 2021 537181
5733 Sat Jul 31,03:41:55 2021 546375
5734 Sat Aug 14,16:43:11 2021 943133
5735 Tue Aug 17,11:50:08 2021 225544
5736 Sun Aug  8,06:28:55 2021 263316
5737 Sun Aug  8,07:14:19 2021 213962
5738 Thu Aug  5,18:17:26 2021 409447
5739 Mon Aug  9,00:56:56 2021 698129
5740 Sat Aug 21,01:39:54 2021 224951
5741 Wed Aug 11,00:19:35 2021 965390
5742 Mon Aug  2,02:22:21 2021 413096
5743 Wed Aug 11,22:05:01 2021 253622
5744 Sat Aug  7,02:43:53 2021 383673
5745 Tue Aug 17,18:24:22 2021 627512
5746 Mon Aug  9,21:59:24 2021 303574
5747 Sat Aug 14,08:19:30 2021 439957
5748 Thu Aug 12,05:13:59 2021 545037
5749 Wed Aug 11,22:54:00 2021 623081
5750 Mon Aug  2,17:28:27 2021 751897
5751 Wed Aug  4,16:34:41 2021 789019
5752 Mon Aug 16,09:38:27 2021 328267
5753 Wed Aug  4,19:41:49 2021 638539
5754 Sat Aug  7,13:07:27 2021 665934
5755 Fri Aug  6,08:39:56 2021 961791
5756 Sun Aug  1,10:20:51 2021 454894
5757 Fri Aug  6,15:55:45 2021 627765
5758 Sun Aug 15,21:36:52 2021 680941
5759 Tue Aug 10,00:32:20 2021 803889
5760 Mon Aug  2,05:13:43 2021 436802
5761 Mon Aug  9,02:02:41 2021 257061
5762 Mon Aug  9,15:44:16 2021 809548
5763 Mon Aug 16,22:47:11 2021 880336
5764 Fri Aug 13,00:30:00 2021 462422
5765 Sat Jul 31,02:49:31 2021 654124
5766 Wed Aug  4,11:10:28 2021 962299
5767 Sun Aug  1,18:48:12 2021 329030
5768 Thu Aug 19,05:44:09 2021 758962
5769 Tue Aug  3,19:29:32 2021 789208
5770 Mon Aug 16,02:39:30 2021 951959
5771 Fri Aug 20,00:48:52 2021 892261
5772 Thu Aug  5,19:06:21 2021 414322
5773 Thu Aug 12,05:51:58 2021 219819
5774 Tue Aug 17,10:50:06 2021 903354
5775 Sun Aug 22,04:29:08 2021 534516
5776 Mon Aug  2,09:20:37 2021 417181
5777 Thu Aug 19,13:06:28 2021 198370
5778 Tue Aug 17,16:28:34 2021 884728
5779 Sun Aug 22,07:53:53 2021 777953
5780 Mon Aug 16,16:39:55 2021 554263
5781 Wed Aug  4,15:09:12 2021 714344
5782 Fri Aug  6,19:08:22 2021 188504
5783 Sat Aug 21,22:12:42 2021 132233
5784 Thu Aug 19,09:48:44 2021 895320
5785 Wed Aug  4,14:29:46 2021 953158
5786 Mon Aug  9,05:42:32 2021 242944
5787 Wed Aug 11,14:30:55 2021 351223
5788 Tue Aug  3,01:59:53 2021 675346
5789 Thu Aug  5,07:35:43 2021 302296
5790 Fri Aug 13,07:36:50 2021 874017
5791 Wed Aug 18,01:51:45 2021 636131
5792 Sat Aug 14,06:59:15 2021 258308
5793 Thu Aug  5,18:20:19 2021 524824
5794 Tue Aug  3,16:20:19 2021 158681
5795 Tue Aug 17,11:30:47 2021 602127
5796 Fri Aug 20,15:02:01 2021 204293
5797 Tue Aug 17,22:31:43 2021 183348
5798 Tue Aug  3,15:29:38 2021 731405
5799 Fri Aug 20,20:30:34 2021 470908
5800 Mon Aug 16,05:12:00 2021 391477
5801 Sat Jul 31,16:37:07 2021 224022
5802 Thu Aug 12,01:21:45 2021 956632
5803 Wed Aug 18,11:10:26 2021 821874
5804 Tue Aug 17,14:57:56 2021 730702
5805 Sun Aug 15,13:43:38 2021 225186
5806 Thu Aug  5,06:57:50 2021 887424
5807 Tue Aug  3,15:24:40 2021 627215
5808 Thu Aug 12,22:04:37 2021 550108
5809 Mon Aug  9,18:05:46 2021 480347
5810 Fri Aug  6,02:51:02 2021 330797
5811 Sat Aug  7,02:18:55 2021 531986
5812 Mon Aug  9,11:23:06 2021 858086
5813 Mon Aug 16,19:02:57 2021 478140
5814 Tue Aug 17,18:38:39 2021 288828
5815 Sun Aug  1,07:44:41 2021 285752
5816 Fri Jul 30,10:11:09 2021 520317
5817 Tue Aug 10,09:20:38 2021 565294
5818 Tue Aug  3,07:16:17 2021 124045
5819 Tue Aug  3,18:51:18 2021 833557
5820 Sun Aug  8,13:33:55 2021 647759
5821 Tue Aug  3,00:55:54 2021 800412
5822 Wed Aug  4,06:01:38 2021 795558
5823 Sun Aug 15,01:26:10 2021 856925
5824 Fri Aug 20,13:31:41 2021 577541
5825 Wed Aug  4,13:13:14 2021 660171
5826 Fri Jul 30,20:22:47 2021 748373
5827 Mon Aug  9,18:59:45 2021 425673
5828 Wed Aug 11,01:21:40 2021 316256
5829 Sat Aug 21,10:59:26 2021 943859
5830 Fri Aug  6,00:54:57 2021 461962
5831 Fri Jul 30,04:29:12 2021 910392
5832 Sat Aug 14,17:52:15 2021 320367
5833 Wed Aug 11,22:55:21 2021 523588
5834 Sun Aug 15,10:08:20 2021 509795
5835 Sat Aug  7,03:27:50 2021 731675
5836 Fri Aug 13,04:10:36 2021 441901
5837 Tue Aug 10,19:04:36 2021 212075
5838 Thu Aug 19,20:14:35 2021 475968
5839 Thu Jul 29,13:17:08 2021 630460
5840 Fri Aug 13,18:12:04 2021 709347
5841 Thu Jul 29,12:47:27 2021 493961
5842 Thu Aug  5,05:29:56 2021 756361
5843 Sun Aug  1,06:24:20 2021 926976
5844 Tue Aug 17,00:16:12 2021 801630
5845 Thu Aug 12,07:02:58 2021 703272
5846 Wed Aug 11,11:46:52 2021 731296
5847 Mon Aug  2,16:22:27 2021 620557
5848 Sun Aug 22,15:30:49 2021 219304
5849 Sun Aug 15,15:05:54 2021 994212
5850 Sat Jul 31,07:01:25 2021 682481
5851 Mon Aug 16,03:28:10 2021 100982
5852 Thu Aug 19,02:11:22 2021 289110
5853 Tue Aug 10,01:01:19 2021 618271
5854 Sat Aug 21,07:28:29 2021 882527
5855 Tue Aug 10,08:11:18 2021 874068
5856 Sun Aug  1,00:17:32 2021 824705
5857 Fri Aug 13,13:51:25 2021 252452
5858 Wed Aug 11,14:34:20 2021 294753
5859 Fri Aug 13,06:44:25 2021 973007
5860 Thu Aug 12,12:04:22 2021 394154
5861 Tue Aug  3,10:00:25 2021 917822
5862 Sun Aug 15,19:36:36 2021 685266
5863 Sun Aug 22,07:51:44 2021 440579
5864 Fri Aug 20,13:12:14 2021 326752
5865 Wed Aug 18,06:06:15 2021 678372
5866 Fri Jul 30,01:19:44 2021 396636
5867 Sun Aug 22,17:26:49 2021 437691
5868 Mon Aug 16,10:45:12 2021 758553
5869 Thu Aug  5,16:28:46 2021 170267
5870 Sun Aug  8,17:55:19 2021 333489
5871 Sun Aug 15,13:55:58 2021 211808
5872 Fri Aug  6,17:51:39 2021 633284
5873 Mon Aug  2,09:47:36 2021 848064
5874 Wed Aug  4,00:07:16 2021 622837
5875 Tue Aug 10,17:30:16 2021 187110
5876 Tue Aug  3,07:41:04 2021 245404
5877 Mon Aug 16,06:23:05 2021 920955
5878 Sun Aug  1,03:26:49 2021 273349
5879 Thu Aug 19,08:13:18 2021 791991
5880 Thu Jul 29,23:45:01 2021 559379
5881 Fri Jul 30,20:34:02 2021 609994
5882 Mon Aug 16,10:54:12 2021 415588
5883 Sun Aug 15,04:22:02 2021 502040
5884 Fri Jul 30,08:41:10 2021 668202
5885 Fri Aug 20,06:33:36 2021 215746
5886 Sat Aug 21,06:06:12 2021 730098
5887 Wed Aug 18,15:49:47 2021 802917
5888 Tue Aug 17,22:23:48 2021 604972
5889 Wed Aug  4,10:52:01 2021 731512
