Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Number of axles,Tollplaza id,Tollplaza code,Type of Payment code,Vehicle Code
5946,Wed Aug 18 13:06:43 2021,921492,car,2,4020,PC2265FB3,5946 Wed Aug 18,13:06:43 2021 921492
5947,Wed Aug 11 17:11:00 2021,838687,truck,4,4983,PCC3E4ADA,5947 Wed Aug 11,17:11:00 2021 838687
5948,Sat Aug  7 00:33:10 2021,1765185,car,2,4196,PC4B8A835,5948 Sat Aug  7,00:33:10 2021 176518
5949,Fri Aug  6 15:30:33 2021,5216740,car,2,4734,PCE4C5D8E,5949 Fri Aug  6,15:30:33 2021 521674
5950,Thu Aug 12 08:21:40 2021,3839435,car,2,4449,PCAACD453,5950 Thu Aug 12,08:21:40 2021 383943
5951,Fri Aug  6 13:51:25 2021,4163183,car,2,4280,PC03A5F23,5951 Fri Aug  6,13:51:25 2021 416318
5952,Fri Jul 30 17:59:44 2021,1543578,truck,4,4450,PC0B2B03E,5952 Fri Jul 30,17:59:44 2021 154357
5953,Thu Aug  5 01:38:08 2021,5051759,car,2,4201,PC0E22DEA,5953 Thu Aug  5,01:38:08 2021 505175
5954,Wed Aug 11 20:16:49 2021,3190249,car,2,4982,PC384779E,5954 Wed Aug 11,20:16:49 2021 319024
5955,Mon Aug  9 02:46:24 2021,3994398,car,2,4747,PC5E524A1,5955 Mon Aug  9,02:46:24 2021 399439
5956,Tue Aug 17 13:27:53 2021,5393760,car,2,4369,PCD5CBB82,5956 Tue Aug 17,13:27:53 2021 539376
5957,Tue Aug  3 05:17:10 2021,2128695,car,2,4730,PC7DC0964,5957 Tue Aug  3,05:17:10 2021 212869
5958,Sat Jul 31 12:45:29 2021,4857692,truck,4,4263,PCD6DBA1D,5958 Sat Jul 31,12:45:29 2021 485769
5959,Fri Aug 20 18:10:04 2021,9485989,car,2,4088,PC14008D5,5959 Fri Aug 20,18:10:04 2021 948598
5960,Wed Aug 11 16:19:39 2021,6604819,van,2,4197,PCE32ED40,5960 Wed Aug 11,16:19:39 2021 660481
5961,Sat Jul 31 21:57:04 2021,4514683,truck,4,4326,PC356AE8F,5961 Sat Jul 31,21:57:04 2021 451468
5962,Wed Aug 18 19:47:43 2021,2913339,truck,4,4368,PC909A324,5962 Wed Aug 18,19:47:43 2021 291333
5963,Wed Aug 18 02:06:14 2021,8212212,truck,4,4881,PCDE20E6F,5963 Wed Aug 18,02:06:14 2021 821221
5964,Fri Aug  6 21:44:58 2021,6019007,van,2,4013,PCE5BA2CE,5964 Fri Aug  6,21:44:58 2021 601900
5965,Sat Aug 14 14:32:58 2021,3123728,car,2,4732,PCD83DE25,5965 Sat Aug 14,14:32:58 2021 312372
5966,Sun Aug  1 10:50:24 2021,5006481,truck,4,4055,PCA06B2F1,5966 Sun Aug  1,10:50:24 2021 500648
5967,Wed Aug 18 00:02:51 2021,6805646,car,2,4440,PCBE1B45D,5967 Wed Aug 18,00:02:51 2021 680564
5968,Sun Aug 15 06:32:56 2021,9878829,car,2,4088,PC14008D5,5968 Sun Aug 15,06:32:56 2021 987882
5969,Mon Aug  2 05:06:36 2021,2988099,car,2,4333,PCCCAD2AC,5969 Mon Aug  2,05:06:36 2021 298809
5970,Sat Aug  7 16:42:04 2021,6308632,van,2,4228,PC4F78F1B,5970 Sat Aug  7,16:42:04 2021 630863
5971,Thu Aug  5 04:18:21 2021,5210646,car,2,4969,PCBBB9730,5971 Thu Aug  5,04:18:21 2021 521064
5972,Wed Aug 18 23:38:47 2021,5940387,car,2,4858,PC94DC1E6,5972 Wed Aug 18,23:38:47 2021 594038
5973,Sat Aug  7 15:54:05 2021,2979070,car,2,4894,PCDADB8C6,5973 Sat Aug  7,15:54:05 2021 297907
5974,Sat Aug 14 16:13:05 2021,9300422,car,2,4580,PC48664B7,5974 Sat Aug 14,16:13:05 2021 930042
5975,Thu Aug  5 01:38:19 2021,7425116,car,2,4077,PCF40C389,5975 Thu Aug  5,01:38:19 2021 742511
5976,Sat Aug 14 11:17:25 2021,4497978,car,2,4788,PC00AE965,5976 Sat Aug 14,11:17:25 2021 449797
5977,Fri Aug 20 11:37:13 2021,6592729,car,2,4228,PC4F78F1B,5977 Fri Aug 20,11:37:13 2021 659272
5978,Wed Aug 11 02:05:22 2021,316816,van,2,4021,PC851E565,5978 Wed Aug 11,02:05:22 2021 316816
5979,Mon Aug  2 02:27:24 2021,1545973,car,2,4021,PC851E565,5979 Mon Aug  2,02:27:24 2021 154597
5980,Mon Aug  9 17:31:45 2021,5215856,van,2,4171,PC36C9AE8,5980 Mon Aug  9,17:31:45 2021 521585
5981,Mon Aug  9 17:45:27 2021,3310074,car,2,4976,PC5149039,5981 Mon Aug  9,17:45:27 2021 331007
5982,Sun Aug 15 23:43:20 2021,4528694,car,2,4163,PC95B4E03,5982 Sun Aug 15,23:43:20 2021 452869
5983,Sun Aug 22 18:03:45 2021,2487000,car,2,4388,PC803F0F2,5983 Sun Aug 22,18:03:45 2021 248700
5984,Sat Jul 31 03:47:06 2021,6915357,car,2,4754,PC99AE725,5984 Sat Jul 31,03:47:06 2021 691535
5985,Mon Aug  2 07:10:45 2021,2904412,car,2,4174,PC041D874,5985 Mon Aug  2,07:10:45 2021 290441
5986,Thu Aug 19 23:02:30 2021,7107187,car,2,4799,PCC3A370A,5986 Thu Aug 19,23:02:30 2021 710718
5987,Sat Aug 14 03:58:03 2021,3684906,car,2,4107,PC7607A5D,5987 Sat Aug 14,03:58:03 2021 368490
5988,Thu Aug 19 13:36:17 2021,8722043,car,2,4238,PCE0A2A2F,5988 Thu Aug 19,13:36:17 2021 872204
5989,Fri Jul 30 18:44:05 2021,6263885,car,2,4541,PCC6A4CD8,5989 Fri Jul 30,18:44:05 2021 626388
5990,Tue Aug 10 00:44:30 2021,9246705,car,2,4422,PCF514246,5990 Tue Aug 10,00:44:30 2021 924670
5991,Sat Aug 14 05:33:16 2021,6389742,truck,4,4339,PCDE1D204,5991 Sat Aug 14,05:33:16 2021 638974
5992,Sat Aug 14 12:51:58 2021,8984820,truck,4,4076,PC47B8825,5992 Sat Aug 14,12:51:58 2021 898482
5993,Sat Jul 31 02:50:31 2021,3973158,car,2,4708,PC82D2552,5993 Sat Jul 31,02:50:31 2021 397315
5994,Thu Aug  5 13:42:48 2021,1926502,car,2,4251,PCB30E45F,5994 Thu Aug  5,13:42:48 2021 192650
5995,Thu Aug  5 04:02:35 2021,359330,car,2,4168,PCBC064F8,5995 Thu Aug  5,04:02:35 2021 359330
5996,Thu Jul 29 18:30:00 2021,751524,van,2,4057,PC4B0DCD2,5996 Thu Jul 29,18:30:00 2021 751524
5997,Fri Aug 13 01:58:14 2021,9756984,car,2,4959,PC4A7B00C,5997 Fri Aug 13,01:58:14 2021 975698
5998,Tue Aug 17 02:13:33 2021,4225678,truck,4,4271,PC28E44E2,5998 Tue Aug 17,02:13:33 2021 422567
5999,Tue Aug 10 01:22:15 2021,7440601,car,2,4297,PCDE89544,5999 Tue Aug 10,01:22:15 2021 744060
6000,Tue Aug 17 01:42:50 2021,4654218,car,2,4300,PC666483B,6000 Tue Aug 17,01:42:50 2021 465421
6001,Thu Aug  5 05:59:28 2021,5780010,car,2,4242,PCECC4DE2,6001 Thu Aug  5,05:59:28 2021 578001
6002,Mon Aug 16 12:34:26 2021,3462151,car,2,4659,PC5549650,6002 Mon Aug 16,12:34:26 2021 346215
6003,Fri Aug  6 15:10:50 2021,6939650,truck,4,5009,PC70886EC,6003 Fri Aug  6,15:10:50 2021 693965
6004,Fri Aug  6 20:39:17 2021,8368608,car,2,4870,PC65485BB,6004 Fri Aug  6,20:39:17 2021 836860
6005,Sun Aug  8 21:34:00 2021,4211520,car,2,4974,PCDEB8E32,6005 Sun Aug  8,21:34:00 2021 421152
6006,Mon Aug 16 07:31:55 2021,3292179,car,2,4756,PC8AEC6E8,6006 Mon Aug 16,07:31:55 2021 329217
6007,Sun Aug 22 04:44:21 2021,7122258,truck,4,4350,PCEDD7E85,6007 Sun Aug 22,04:44:21 2021 712225
6008,Tue Aug 10 08:48:06 2021,5366950,car,2,4900,PCFE8B604,6008 Tue Aug 10,08:48:06 2021 536695
6009,Sun Aug  8 03:55:15 2021,6974142,van,2,4784,PCDB42B34,6009 Sun Aug  8,03:55:15 2021 697414
6010,Sat Aug 14 04:50:09 2021,2050329,car,2,4815,PC19C02F1,6010 Sat Aug 14,04:50:09 2021 205032
6011,Mon Aug  9 15:38:37 2021,7541460,car,2,4947,PCE4A44BE,6011 Mon Aug  9,15:38:37 2021 754146
6012,Thu Aug 12 07:05:46 2021,432452,van,2,4803,PC2BBEEDC,6012 Thu Aug 12,07:05:46 2021 432452
6013,Fri Aug 20 04:59:34 2021,9243130,car,2,4992,PCFF0FEB0,6013 Fri Aug 20,04:59:34 2021 924313
6014,Tue Aug 17 09:36:57 2021,822914,car,2,4207,PC76EDF79,6014 Tue Aug 17,09:36:57 2021 822914
6015,Sun Aug 22 04:44:13 2021,9613657,van,2,4477,PCA857A23,6015 Sun Aug 22,04:44:13 2021 961365
6016,Sat Aug  7 10:06:42 2021,6824462,car,2,4587,PC576A3BA,6016 Sat Aug  7,10:06:42 2021 682446
6017,Fri Jul 30 17:41:26 2021,7632875,truck,4,4160,PC6DC0ACF,6017 Fri Jul 30,17:41:26 2021 763287
6018,Sun Aug 15 22:33:37 2021,5404429,van,2,4788,PC00AE965,6018 Sun Aug 15,22:33:37 2021 540442
6019,Sun Aug 15 14:38:33 2021,2015043,van,2,4657,PCC591410,6019 Sun Aug 15,14:38:33 2021 201504
6020,Sat Jul 31 04:21:58 2021,6565048,car,2,4844,PCC48E3A8,6020 Sat Jul 31,04:21:58 2021 656504
6021,Sat Aug 14 21:08:30 2021,4003339,car,2,4183,PCF5E7754,6021 Sat Aug 14,21:08:30 2021 400333
6022,Tue Aug  3 19:51:38 2021,5495796,car,2,4369,PCD5CBB82,6022 Tue Aug  3,19:51:38 2021 549579
6023,Mon Aug 16 06:33:41 2021,9056213,car,2,4876,PCDFCFF53,6023 Mon Aug 16,06:33:41 2021 905621
6024,Tue Aug 17 16:42:26 2021,3853157,car,2,4757,PC126524C,6024 Tue Aug 17,16:42:26 2021 385315
6025,Sat Jul 31 01:56:16 2021,816572,truck,4,4340,PC3A6DBC9,6025 Sat Jul 31,01:56:16 2021 816572
6026,Fri Aug 20 03:45:26 2021,1543003,car,2,4558,PC575F591,6026 Fri Aug 20,03:45:26 2021 154300
6027,Wed Aug 18 15:33:09 2021,8500820,car,2,4078,PC8473A64,6027 Wed Aug 18,15:33:09 2021 850082
6028,Tue Aug 17 22:09:45 2021,4369460,truck,4,4095,PC3E1512A,6028 Tue Aug 17,22:09:45 2021 436946
6029,Thu Aug  5 10:39:34 2021,1296429,car,2,4662,PCB2463CF,6029 Thu Aug  5,10:39:34 2021 129642
6030,Mon Aug  2 01:07:25 2021,6776338,car,2,4946,PCCF18BAF,6030 Mon Aug  2,01:07:25 2021 677633
6031,Wed Aug  4 08:16:55 2021,889851,van,2,4984,PCBABF130,6031 Wed Aug  4,08:16:55 2021 889851
6032,Sun Aug 22 18:42:11 2021,3783615,van,2,4197,PCE32ED40,6032 Sun Aug 22,18:42:11 2021 378361
6033,Tue Aug  3 05:59:19 2021,6924838,car,2,4834,PCB228987,6033 Tue Aug  3,05:59:19 2021 692483
6034,Thu Aug 19 18:18:02 2021,4219171,truck,4,4418,PCF6EECB2,6034 Thu Aug 19,18:18:02 2021 421917
6035,Sat Aug 21 11:01:36 2021,217253,car,2,4906,PC3D58C5E,6035 Sat Aug 21,11:01:36 2021 217253
6036,Tue Aug  3 17:26:24 2021,8386199,car,2,4998,PCD9C5406,6036 Tue Aug  3,17:26:24 2021 838619
6037,Mon Aug 16 20:00:57 2021,2608171,truck,4,4171,PC36C9AE8,6037 Mon Aug 16,20:00:57 2021 260817
6038,Sat Aug 14 11:36:34 2021,9844286,car,2,4130,PC9F22103,6038 Sat Aug 14,11:36:34 2021 984428
6039,Sun Aug  8 22:42:55 2021,1257187,car,2,4494,PC1592ACA,6039 Sun Aug  8,22:42:55 2021 125718
6040,Tue Aug 17 11:02:07 2021,2252044,car,2,4863,PCA8F9E50,6040 Tue Aug 17,11:02:07 2021 225204
6041,Wed Aug 18 12:59:25 2021,5486972,car,2,4978,PCF0B5E85,6041 Wed Aug 18,12:59:25 2021 548697
6042,Wed Aug 11 15:07:18 2021,3993327,car,2,4144,PCAC7E4C1,6042 Wed Aug 11,15:07:18 2021 399332
6043,Mon Aug  2 03:45:00 2021,3595645,car,2,4929,PC9E503B6,6043 Mon Aug  2,03:45:00 2021 359564
6044,Sun Aug  1 22:11:57 2021,3131291,car,2,4177,PC9194382,6044 Sun Aug  1,22:11:57 2021 313129
6045,Tue Aug 17 18:05:10 2021,7421119,van,2,4459,PCD9CAD56,6045 Tue Aug 17,18:05:10 2021 742111
6046,Sat Aug  7 17:15:10 2021,5923851,car,2,4472,PC303DD56,6046 Sat Aug  7,17:15:10 2021 592385
6047,Mon Aug  9 16:18:29 2021,1536084,car,2,4701,PCD5F2808,6047 Mon Aug  9,16:18:29 2021 153608
6048,Fri Aug  6 02:35:11 2021,7423774,truck,4,4435,PC3E78C17,6048 Fri Aug  6,02:35:11 2021 742377
6049,Sat Aug 21 18:52:18 2021,6298074,truck,4,4985,PCCA71D2C,6049 Sat Aug 21,18:52:18 2021 629807
6050,Sat Jul 31 18:49:24 2021,4586120,car,2,4454,PC94C0945,6050 Sat Jul 31,18:49:24 2021 458612
6051,Fri Aug  6 01:34:09 2021,6989397,car,2,4098,PC89C0554,6051 Fri Aug  6,01:34:09 2021 698939
6052,Fri Jul 30 07:06:19 2021,7612122,car,2,4511,PCFBEFA9E,6052 Fri Jul 30,07:06:19 2021 761212
6053,Tue Aug 10 12:10:39 2021,9211207,car,2,4828,PCF712D1A,6053 Tue Aug 10,12:10:39 2021 921120
6054,Sun Aug 22 02:24:14 2021,3901152,car,2,4376,PCA283923,6054 Sun Aug 22,02:24:14 2021 390115
6055,Mon Aug 16 02:58:14 2021,2477977,car,2,4661,PC1585DF2,6055 Mon Aug 16,02:58:14 2021 247797
6056,Sun Aug 15 08:38:53 2021,6806988,car,2,4045,PCE952492,6056 Sun Aug 15,08:38:53 2021 680698
6057,Sun Aug 15 19:26:44 2021,6130826,car,2,4863,PCA8F9E50,6057 Sun Aug 15,19:26:44 2021 613082
6058,Sun Aug  1 04:10:16 2021,1393572,car,2,4667,PCD540B2F,6058 Sun Aug  1,04:10:16 2021 139357
6059,Wed Aug 18 03:13:34 2021,5604081,car,2,4860,PCF4A2DA9,6059 Wed Aug 18,03:13:34 2021 560408
6060,Fri Aug 20 07:39:19 2021,2910601,car,2,4517,PC9AF321D,6060 Fri Aug 20,07:39:19 2021 291060
6061,Tue Aug  3 18:57:05 2021,6817195,van,2,4977,PCB077F18,6061 Tue Aug  3,18:57:05 2021 681719
6062,Fri Aug  6 08:30:19 2021,5268094,van,2,4994,PC09C5F59,6062 Fri Aug  6,08:30:19 2021 526809
6063,Fri Aug 20 10:53:21 2021,6273700,car,2,4264,PC9DFEBB0,6063 Fri Aug 20,10:53:21 2021 627370
6064,Sun Aug 15 10:18:56 2021,2861974,van,2,4171,PC36C9AE8,6064 Sun Aug 15,10:18:56 2021 286197
6065,Fri Aug 13 16:54:53 2021,2284913,car,2,4319,PCAD79413,6065 Fri Aug 13,16:54:53 2021 228491
6066,Sat Aug 21 13:14:58 2021,1119115,truck,4,4213,PCDD316EB,6066 Sat Aug 21,13:14:58 2021 111911
6067,Sat Aug 21 00:21:43 2021,6539218,van,2,4437,PCBE6CB59,6067 Sat Aug 21,00:21:43 2021 653921
6068,Mon Aug  9 12:18:16 2021,4900727,car,2,4057,PC4B0DCD2,6068 Mon Aug  9,12:18:16 2021 490072
6069,Thu Jul 29 23:05:03 2021,3262246,car,2,4079,PCF1366ED,6069 Thu Jul 29,23:05:03 2021 326224
6070,Wed Aug  4 22:15:30 2021,3085342,van,2,4603,PC485BE5B,6070 Wed Aug  4,22:15:30 2021 308534
6071,Sat Jul 31 14:38:41 2021,4772864,car,2,4539,PC684859B,6071 Sat Jul 31,14:38:41 2021 477286
6072,Tue Aug  3 12:26:02 2021,7449750,car,2,4214,PC538125F,6072 Tue Aug  3,12:26:02 2021 744975
6073,Wed Aug 18 18:09:16 2021,1900910,truck,4,4926,PCCBCFEDE,6073 Wed Aug 18,18:09:16 2021 190091
6074,Sun Aug 15 09:23:50 2021,3112887,car,2,4768,PC7BEFC3B,6074 Sun Aug 15,09:23:50 2021 311288
6075,Sun Aug  1 14:42:19 2021,97520,truck,4,4146,PCF91266E,6075 Sun Aug  1,14:42:19 2021 97520
6076,Thu Aug  5 10:29:04 2021,7982823,car,2,4925,PCE5E04A2,6076 Thu Aug  5,10:29:04 2021 798282
6077,Tue Aug 17 10:31:39 2021,2514597,car,2,4633,PC974552B,6077 Tue Aug 17,10:31:39 2021 251459
6078,Sat Aug  7 12:26:48 2021,8239378,truck,4,4771,PC71FE98A,6078 Sat Aug  7,12:26:48 2021 823937
6079,Mon Aug  9 17:22:06 2021,2072565,van,2,4097,PCB1B5BEC,6079 Mon Aug  9,17:22:06 2021 207256
6080,Tue Aug  3 19:52:35 2021,6962790,car,2,4328,PC3777B8E,6080 Tue Aug  3,19:52:35 2021 696279
6081,Sat Aug  7 17:42:12 2021,3212303,car,2,4114,PC4CD2B81,6081 Sat Aug  7,17:42:12 2021 321230
6082,Mon Aug 16 11:56:21 2021,4855453,car,2,4572,PCC9756B2,6082 Mon Aug 16,11:56:21 2021 485545
6083,Mon Aug  2 08:57:30 2021,2827646,truck,4,4763,PCC62D342,6083 Mon Aug  2,08:57:30 2021 282764
6084,Wed Aug  4 07:36:42 2021,2908184,car,2,4834,PCB228987,6084 Wed Aug  4,07:36:42 2021 290818
6085,Mon Aug  2 10:10:54 2021,6267876,car,2,4914,PC2F353E1,6085 Mon Aug  2,10:10:54 2021 626787
6086,Mon Aug  9 12:50:38 2021,8629265,car,2,4731,PCFFC2992,6086 Mon Aug  9,12:50:38 2021 862926
6087,Tue Aug  3 13:44:22 2021,3899252,truck,4,4389,PC7688C61,6087 Tue Aug  3,13:44:22 2021 389925
6088,Sat Jul 31 17:09:39 2021,6440793,car,2,4462,PCE29AA1A,6088 Sat Jul 31,17:09:39 2021 644079
6089,Wed Aug 18 06:52:41 2021,3607176,truck,4,4127,PCA2D76A5,6089 Wed Aug 18,06:52:41 2021 360717
6090,Sun Aug 22 08:13:56 2021,9406164,car,2,4549,PC2F1A066,6090 Sun Aug 22,08:13:56 2021 940616
6091,Sat Aug  7 23:53:15 2021,4195093,van,2,4803,PC2BBEEDC,6091 Sat Aug  7,23:53:15 2021 419509
6092,Fri Aug 13 16:38:22 2021,1554419,car,2,4094,PC53A52CB,6092 Fri Aug 13,16:38:22 2021 155441
6093,Mon Aug  2 09:11:44 2021,7595061,car,2,4886,PC4D892D7,6093 Mon Aug  2,09:11:44 2021 759506
6094,Sat Jul 31 06:42:00 2021,4566898,truck,4,4961,PC92C5115,6094 Sat Jul 31,06:42:00 2021 456689
6095,Sat Jul 31 20:19:31 2021,8474663,truck,4,4448,PC19F3DBB,6095 Sat Jul 31,20:19:31 2021 847466
6096,Wed Aug 11 00:28:57 2021,8838928,car,2,4861,PC670F1AC,6096 Wed Aug 11,00:28:57 2021 883892
6097,Tue Aug  3 14:38:48 2021,618958,car,2,4630,PCA26D872,6097 Tue Aug  3,14:38:48 2021 618958
6098,Fri Aug  6 15:07:04 2021,6380265,truck,4,4096,PCFA4F864,6098 Fri Aug  6,15:07:04 2021 638026
6099,Fri Aug 20 07:58:02 2021,5294457,car,2,4747,PC5E524A1,6099 Fri Aug 20,07:58:02 2021 529445
6100,Sat Aug  7 15:09:17 2021,8412969,car,2,4995,PCBE6ABE5,6100 Sat Aug  7,15:09:17 2021 841296
6101,Wed Aug 18 14:35:15 2021,1021720,car,2,4057,PC4B0DCD2,6101 Wed Aug 18,14:35:15 2021 102172
6102,Thu Aug 12 19:15:39 2021,1166293,truck,4,4726,PCF6540C0,6102 Thu Aug 12,19:15:39 2021 116629
6103,Thu Aug 19 08:51:47 2021,7821143,car,2,4640,PCC993FB3,6103 Thu Aug 19,08:51:47 2021 782114
6104,Thu Aug  5 08:20:32 2021,6158553,truck,4,4230,PC19CE0DB,6104 Thu Aug  5,08:20:32 2021 615855
6105,Thu Aug 19 08:19:51 2021,5597049,car,2,4592,PC627AA14,6105 Thu Aug 19,08:19:51 2021 559704
6106,Wed Aug  4 18:12:17 2021,141980,car,2,4171,PC36C9AE8,6106 Wed Aug  4,18:12:17 2021 141980
6107,Wed Aug 11 21:57:50 2021,8480410,car,2,4519,PC92A6471,6107 Wed Aug 11,21:57:50 2021 848041
6108,Fri Jul 30 18:30:37 2021,3662329,truck,4,4943,PC0A5DC1F,6108 Fri Jul 30,18:30:37 2021 366232
6109,Sat Jul 31 13:51:27 2021,9100177,van,2,4604,PC0553E32,6109 Sat Jul 31,13:51:27 2021 910017
6110,Wed Aug 11 18:42:03 2021,1738728,car,2,4447,PC6B030C6,6110 Wed Aug 11,18:42:03 2021 173872
6111,Sat Aug 21 00:42:31 2021,3007769,car,2,4817,PCFF02057,6111 Sat Aug 21,00:42:31 2021 300776
6112,Sun Aug  8 18:06:49 2021,60878,van,2,4491,PCA52F720,6112 Sun Aug  8,18:06:49 2021 60878
6113,Wed Aug 11 16:54:26 2021,1422794,car,2,4849,PCF764517,6113 Wed Aug 11,16:54:26 2021 142279
6114,Tue Aug 10 21:58:07 2021,2140887,car,2,4825,PC8B8C482,6114 Tue Aug 10,21:58:07 2021 214088
6115,Tue Aug 17 11:44:24 2021,4560507,car,2,4559,PC93AAEC9,6115 Tue Aug 17,11:44:24 2021 456050
6116,Thu Jul 29 16:15:57 2021,2287361,car,2,4800,PCA4DF48A,6116 Thu Jul 29,16:15:57 2021 228736
6117,Wed Aug 18 02:36:19 2021,5302308,car,2,4201,PC0E22DEA,6117 Wed Aug 18,02:36:19 2021 530230
6118,Thu Jul 29 20:30:36 2021,1490219,car,2,4923,PC8A7A22A,6118 Thu Jul 29,20:30:36 2021 149021
6119,Thu Aug 12 04:57:59 2021,2314784,truck,4,4127,PCA2D76A5,6119 Thu Aug 12,04:57:59 2021 231478
6120,Wed Aug  4 06:22:57 2021,4363043,car,2,4585,PCF3AE602,6120 Wed Aug  4,06:22:57 2021 436304
6121,Fri Aug 13 05:09:02 2021,1255712,car,2,4758,PCCE12794,6121 Fri Aug 13,05:09:02 2021 125571
6122,Thu Aug 19 07:43:54 2021,9790326,car,2,4015,PC524833E,6122 Thu Aug 19,07:43:54 2021 979032
6123,Sun Aug 15 05:31:49 2021,2338995,car,2,4859,PC685B3B1,6123 Sun Aug 15,05:31:49 2021 233899
6124,Sat Aug  7 09:00:33 2021,7644672,truck,4,4200,PCBA86754,6124 Sat Aug  7,09:00:33 2021 764467
6125,Sun Aug 22 03:02:11 2021,2568249,car,2,4063,PC7667A3E,6125 Sun Aug 22,03:02:11 2021 256824
6126,Tue Aug 17 11:48:08 2021,29896,car,2,4832,PC34ECAB5,6126 Tue Aug 17,11:48:08 2021 29896
6127,Sun Aug 22 17:23:34 2021,5995749,van,2,4176,PC11E9595,6127 Sun Aug 22,17:23:34 2021 599574
6128,Thu Aug  5 12:45:50 2021,6501186,car,2,4169,PC2890582,6128 Thu Aug  5,12:45:50 2021 650118
6129,Sun Aug  8 19:34:05 2021,4296383,car,2,4162,PC51A39A7,6129 Sun Aug  8,19:34:05 2021 429638
6130,Thu Jul 29 18:39:27 2021,8014982,van,2,4594,PC59414DA,6130 Thu Jul 29,18:39:27 2021 801498
6131,Sat Aug 14 18:38:01 2021,843641,car,2,4491,PCA52F720,6131 Sat Aug 14,18:38:01 2021 843641
6132,Tue Aug  3 09:00:49 2021,1861758,car,2,4632,PCC1FFE5B,6132 Tue Aug  3,09:00:49 2021 186175
6133,Sun Aug  1 00:04:36 2021,2308749,car,2,4049,PC4779D38,6133 Sun Aug  1,00:04:36 2021 230874
6134,Wed Aug  4 04:48:46 2021,6593300,car,2,4669,PC36675CE,6134 Wed Aug  4,04:48:46 2021 659330
6135,Thu Aug 19 04:59:23 2021,8210088,car,2,4870,PC65485BB,6135 Thu Aug 19,04:59:23 2021 821008
6136,Mon Aug 16 00:04:05 2021,2618082,car,2,4415,PC5E202FC,6136 Mon Aug 16,00:04:05 2021 261808
6137,Fri Aug 13 18:47:21 2021,4901571,truck,4,4456,PC8DFF744,6137 Fri Aug 13,18:47:21 2021 490157
6138,Mon Aug  2 12:00:31 2021,2758267,car,2,4888,PC46C55B4,6138 Mon Aug  2,12:00:31 2021 275826
6139,Sat Jul 31 01:39:25 2021,7689792,truck,4,4116,PCCA836C9,6139 Sat Jul 31,01:39:25 2021 768979
6140,Mon Aug  9 15:44:10 2021,7327060,car,2,4786,PCB7F1F8A,6140 Mon Aug  9,15:44:10 2021 732706
6141,Sun Aug 15 19:38:52 2021,3520254,car,2,4907,PCCEEF65A,6141 Sun Aug 15,19:38:52 2021 352025
6142,Sat Aug 21 21:28:11 2021,513821,car,2,4667,PCD540B2F,6142 Sat Aug 21,21:28:11 2021 513821
6143,Fri Jul 30 14:04:33 2021,8408693,car,2,4329,PCF9CCB5A,6143 Fri Jul 30,14:04:33 2021 840869
6144,Thu Jul 29 19:42:32 2021,166208,car,2,4797,PCE2D63A7,6144 Thu Jul 29,19:42:32 2021 166208
6145,Mon Aug 16 01:06:40 2021,8346480,truck,4,4962,PCF858E11,6145 Mon Aug 16,01:06:40 2021 834648
6146,Fri Aug 20 19:08:36 2021,5499073,car,2,4254,PC0C0EE22,6146 Fri Aug 20,19:08:36 2021 549907
6147,Tue Aug 10 08:40:04 2021,2958137,car,2,4909,PCDED6F20,6147 Tue Aug 10,08:40:04 2021 295813
6148,Tue Aug 17 04:56:04 2021,2919708,car,2,4465,PCA227C6B,6148 Tue Aug 17,04:56:04 2021 291970
6149,Sat Aug 14 05:03:47 2021,7393062,car,2,4966,PC4E6422C,6149 Sat Aug 14,05:03:47 2021 739306
6150,Sat Aug 21 03:41:29 2021,8575479,car,2,4166,PCE450C55,6150 Sat Aug 21,03:41:29 2021 857547
6151,Fri Jul 30 14:57:34 2021,5190940,truck,4,4926,PCCBCFEDE,6151 Fri Jul 30,14:57:34 2021 519094
6152,Thu Aug  5 22:53:20 2021,2443845,car,2,4160,PC6DC0ACF,6152 Thu Aug  5,22:53:20 2021 244384
6153,Wed Aug  4 09:38:51 2021,6719584,car,2,4891,PC57036DA,6153 Wed Aug  4,09:38:51 2021 671958
6154,Tue Aug  3 16:28:00 2021,7121881,truck,4,4890,PCAFC8A56,6154 Tue Aug  3,16:28:00 2021 712188
6155,Mon Aug  2 13:02:20 2021,9259801,truck,4,4884,PC3FB1BB6,6155 Mon Aug  2,13:02:20 2021 925980
6156,Sun Aug  1 13:20:31 2021,4165136,car,2,4516,PCF7F25B7,6156 Sun Aug  1,13:20:31 2021 416513
6157,Sun Aug 15 17:54:26 2021,3116865,van,2,4533,PC8DA1D3B,6157 Sun Aug 15,17:54:26 2021 311686
6158,Fri Aug 13 13:29:52 2021,7354010,truck,4,4277,PC010D2A9,6158 Fri Aug 13,13:29:52 2021 735401
6159,Tue Aug  3 12:23:46 2021,6919642,car,2,4160,PC6DC0ACF,6159 Tue Aug  3,12:23:46 2021 691964
6160,Sat Jul 31 14:53:24 2021,8721556,car,2,4903,PCC3BCE65,6160 Sat Jul 31,14:53:24 2021 872155
6161,Thu Aug 19 23:49:01 2021,4927270,car,2,4319,PCAD79413,6161 Thu Aug 19,23:49:01 2021 492727
